	src	mt	score
660	The studio is being overseen by former Entertainment One executives Olivier Dumont as president, Zev Foreman as head of film, and Gabriel Marano as head of television.	Das Studio wird von ehemaligen Entertainment One-Exekutiven Olivier Dumont als Präsident, Zev Foreman als Leiter des Films und Gabriel Marano als Leiter des Fernsehens betreut.	-17.0
661	He was a Member of the Manipur Legislative Assembly for Oinam from 2007 to 2017, representing the Trinamool Congress.Singh died from COVID-19 aged 66.	Er war Mitglied der Manipur-Legislativversammlung für Oinam von 2007 bis 2017 und vertritt den Trinamool-Kongress.Singh starb bei COVID-19 im Alter von 66.	-17.0
662	He received the Patji-Dawes Language Teaching Award by the ARC Centre of Excellence for the Dynamics of Language in 2019 (the International Year of Indigenous Languages) for outstanding achievement, after being nominated by Gary Williams.	Er erhielt den Patji-Dawes Language Teaching Award vom ARC Centre of Excellence for the Dynamics of Language im Jahr 2019 (International Year of Indigenous Languages) für herausragende Leistungen, nachdem er von Gary Williams nominiert wurde.	-1.0
663	Recipients of the state-based award are then eligible for consideration for the National Award for Enduring Architecture presented later in the same year, as part of the Australian National Architecture Awards.	Die Empfänger der staatlichen Auszeichnung sind dann berechtigt, für den National Award for Enduring Architecture in Betracht zu ziehen, der später im selben Jahr als Teil der Australian National Architecture Awards verliehen wird.	-15.0
664	When Mishra came to meet him, he made her sit into a SUV, in which hired criminals from Palamu were waiting for her.	Als Mishra ihm entgegen kam, ließ er sie in einen SUV sitzen, in dem eingesetzte Verbrecher aus Palamu auf sie warteten.	-8.0
665	Benjamin Reemst (born 29 March 2000) is a Dutch professional footballer who plays as a midfielder for Eerste Divisie club Dordrecht.	Benjamin Reemst (* 29. März 2000) ist ein niederländischer Profi-Fußballer, der als Mittelfeldspieler für den Eerste Divisie Club Dordrecht spielt.	-2.0
666	That year she settled for a season in Vic, Barcelona, where she took courses to become a professional in chocolate skills.	Im selben Jahr verlegte sie sich für eine Saison in Vic, Barcelona, wo sie Kurse absolvierte, um ein Profi in Schokolade-Fähigkeiten zu werden.	-11.0
667	An artist and aesthete himself, he saw in the arts the possibility of enriching the lives of the whole population.	Als Künstler und Ästhete selbst sah er in den Künsten die Möglichkeit, das Leben der ganzen Bevölkerung zu bereichern.	-11.0
668	"According to Carole Ferret, the history of the horse in Russia has long been the prerogative of Soviet researchers that came from the territory under study, and as a result, is little known due to a ""cruel lack of material""."	"Laut Carole Ferret ist die Geschichte des Pferdes in Russland seit langem die Vorrechte sowjetischen Forscher, die aus dem untersuchten Territorium kamen, und als Ergebnis, ist wenig bekannt, weil ""ein grausamer Mangel an Material""."	-21.1
669	Several fires were started across Calcasieu, Sabine, Tangipahoa, and Vernon parishes, where an arrest was made in connection to the Vernon Parish fire.	Mehrere Feuer wurden über Calcasieu, Sabine, Tangipahoa und Vernon Pariser begonnen, wo eine Festnahme im Zusammenhang mit der Vernon Pariser Feuer durchgeführt wurde.	-18.0
670	When Aïsha, a young woman who looks like Larry's lost love from Morocco, walks into his store, Larry rethinks his life as he remembers his past.	Als Aïsha, eine junge Frau, die aussieht wie Larrys verlorene Liebe aus Marokko, in seinen Laden geht, überlegt Larry sein Leben, während er sich an seine Vergangenheit erinnert.	-5.0
671	When learning to make the dish, Pang mentioned that he had to learn it from memory, tasting the dish as he goes.	Beim Lernen, das Gericht zu machen, Pang erwähnte, dass er es aus dem Gedächtnis lernen musste, das Gericht zu probieren, wie er geht.	-16.0
672	He served as a Member of the Uttar Pradesh Legislative Assembly from 1974 to 1991 for Banda, representing the Indian National Congress.Bose died from COVID-19 aged 92 in 2020.	Er diente als Mitglied der Uttar Pradesh Legislative Assembly von 1974 bis 1991 für Banda, vertreten den indischen Nationalkongress.Bose starb von COVID-19 im Alter von 92 im Jahr 2020.	-12.0
673	The earliest description of the Territory in print is thought to have appeared in the 1688 Historia de Yucathan by Diego López de Cogolludo, who credited this information to Bartolomé de Fuensalida, a Franciscan friar who himself likely first got it from an Itza delegation to Tipu in 1618.	Die früheste gedruckte Beschreibung des Territoriums wird angenommen, in der 1688 Historia de Yucathan von Diego López de Cogolludo erschienen zu sein, der diese Informationen an Bartolomé de Fuensalida, einen französischen Mönch, der selbst wahrscheinlich zuerst von einer Itza-Delegation zu Tipu im Jahr 1618 erhielt.	-16.0
674	It provides a range of music options with a library of over 72 million songs, including both Arabic and international music.	Es bietet eine Reihe von Musikoptionen mit einer Bibliothek von über 72 Millionen Songs, einschließlich arabischer und internationaler Musik.	0.0
675	BFC Dynamo would now be its main obstacle to success.BFC Dynamo opened the 1978-79 DDR-Oberliga with ten consecutive wins.	BFC Dynamo würde nun sein Haupt Hindernis für den Erfolg sein.BFC Dynamo eröffnete 1978-79 die DDR-Oberliga mit zehn Siegen in Folge.	-2.0
676	This is a list of songs that reached the top 10 on the Billboard Mainstream Top 40 (or Pop Airplay) chart in 2008.	Dies ist eine Liste der Songs, die die Top 10 auf der Billboard Mainstream Top 40 (oder Pop Airplay) Chart im Jahr 2008 erreicht haben.	-3.0
677	Heroes of Tomorrow, is an Extended play by South African rapper professionally known as Frank Casino, it was released by Platoon through Globe Field on 9 November 2018 as the rapper celebrated his birthday by putting out the project, it features guest appearances from Cassper Nyovest, Major League DJz and Skull-E.	Heroes of Tomorrow, ist ein erweitertes Spiel des südafrikanischen Rappers, der professionell als Frank Casino bekannt ist, es wurde am 9. November 2018 von Platoon über Globe Field veröffentlicht, als der Rapper seinen Geburtstag feierte, indem er das Projekt herausstellte, es bietet Gastauftritte von Cassper Nyovest, Major League DJz und Skull-E.	-19.1
678	Vietnamese creation myths are mythological narratives recounting the origin of the universe, the world, and the origin of the Vietnamese people.	Die vietnamesischen Schöpfungsmythen sind mythologische Erzählungen, die den Ursprung des Universums, der Welt und des vietnamesischen Volkes erzählen.	0.0
679	On The Line: The Richard Williams Story is a 2022 American documentary film, written and directed by Stuart McClave.	On The Line: The Richard Williams Story ist ein amerikanischer Dokumentarfilm von 2022, geschrieben und regiert von Stuart McClave.	-7.0
680	The ground, first, and second floors of the towers have commercial shops while residential flats start from the ninth floor.	Der Erdgeschoss, der erste und der zweite Stock der Türme verfügen über Handelsgeschäfte, während Wohnwohnungen vom neunten Stock beginnen.	-6.0
681	"On 23 September 2015, she released a remix to ""Dead Body"", titled “Dead Body Part 2+3” featuring Stormzy and Kano."	"Am 23. September 2015 veröffentlichte sie ein Remix zu ""Dead Body"", mit dem Titel ""Dead Body Part 2+3"" mit Stormzy und Kano."	-2.0
682	His father Herman Prioleau Hamilton was president of Hamilton & Company of Chester, an investment bank that sold municipal bonds.	Sein Vater Herman Prioleau Hamilton war Präsident von Hamilton & Company of Chester, einer Investmentbank, die kommunale Anleihen verkaufte.	0.0
683	Kivelä is a retired Finnish ice hockey goaltender who played for Finland's national ice hockey team making 58 appearances overall, as well as appearing at the 1980 Winter Olympics.	Kivelä ist ein pensionierter finnischer Eishockey-Goldener, der für Finnlands nationale Eishockey-Team mit insgesamt 58 Auftritten sowie bei den Olympischen Winterspielen 1980 gespielt hat.	-23.0
684	The Eye was developed from the Trixy G 4-2 R. It features a single main rotor, tricycle landing gear with wheel pants, a tail caster, 2 LED landing lights and 2 LED navigation and strobe lights on the cabin sides, a 152 hp (113 kW) Trixy 912 Ti or Rotax 912ULS engine in pusher configuration, and a pedal actuated main rotor pre-rotator to reduce the takeoff roll.	Das Eye wurde aus dem Trixy G 4-2 R entwickelt. Es verfügt über einen einzigen Hauptrotor, Tricycle Landungsgetriebe mit Radhosen, einen Schwanzkämpfer, 2 LED Landungsbeleuchtungen und 2 LED Navigations- und Strobbeleuchtungen auf den Seiten der Kabine, einen 152 PS (113 kW) Trixy 912 Ti oder Rotax 912ULS-Motor in Pusher-Konfiguration und einen pedalbetriebenen Hauptrotor Vorrotator zur Reduzierung der Startrolle.	-25.0
685	On 30 April 1992, it was renamed the Honolulu Office of the North American Affairs Coordinating Committee and October 10, it was finally renamed the Taipei Economic and Cultural Office in Honolulu.	Am 30. April 1992 wurde das Büro des North American Affairs Coordinating Committee in Honolulu umbenannt und am 10. Oktober schließlich das Taipei Economic and Cultural Office in Honolulu umbenannt.	-7.0
686	He has a son, Antoni (born 2004), born from an informal relationship with graphic designer Katarzyna Osipowicz.	Er hat einen Sohn, Antoni (geboren 2004), geboren aus einer informellen Beziehung mit der Grafikdesignerin Katarzyna Osipowicz.	-2.0
687	He served as a Member of the Kerala Legislative Assembly for Neduvathur from 2006 to 2011 and 1987 to 1996, representing the Communist Party of India (Marxist).Raghaven died from COVID-19 aged 69 in 2021.	Er diente als Mitglied der Kerala Legislative Assembly für Neduvathur von 2006 bis 2011 und 1987 bis 1996, vertreten die Kommunistische Partei von Indien (Marxist).Raghaven starb von COVID-19 im Alter von 69 im Jahr 2021.	-14.0
688	These amounted to an amount much higher than the price of the wagons themselves, as the only existing tariff for railway wagons applied to them was the one prescribed for broad-gauge wagons used on the general railways.	Diese belaufen sich auf einen Betrag viel höher als der Preis der Wagen selbst, da der einzige bestehende Tarif für Eisenbahnwagen, der auf sie angewendet wurde, der für Breitspurwagen vorgeschrieben war, die auf den allgemeinen Eisenbahnen eingesetzt wurden.	-8.0
689	This is a list of songs that reached the top 10 on the Billboard Mainstream Top 40 (or Pop Airplay) chart in 2008.	Dies ist eine Liste von Songs, die die Top 10 auf der Billboard Mainstream Top 40 (oder Pop Airplay) Chart im Jahr 2008 erreichten.	-2.0
690	This is a list of songs that reached the top 10 on the Billboard Mainstream Top 40 (or Pop Airplay) chart in 2001.	Es handelt sich um eine Liste von Songs, die im Jahr 2001 in die Top 10 der Billboard Mainstream Top 40 (oder Pop Airplay) gelangen.	-3.0
691	Several fires were started across Calcasieu, Sabine, Tangipahoa, and Vernon parishes, where an arrest was made in connection to the Vernon Parish fire.	In den Gemeinden Calcasieu, Sabine, Tangipahoa und Vernon kam es zu mehreren Brandbekämpfungen, bei denen eine Verhaftung im Zusammenhang mit dem Brand in der Gemeinde Vernon erfolgte.	-5.0
692	On the Chutzen, as well as on the Gurten and the Bantiger, there has been an important watchtower in old Bern since the early modern period.	Auf dem Chutzen sowie auf dem Gurten und dem Bantiger gibt es seit der frühen Moderne einen wichtigen Wachtturm im alten Bern.	0.0
693	The inside of the dome is decorated with Qu'ranic verses that revolve around its neck while the outside of the dome is decorated with blue and green faience.	Das Innere der Kuppel ist mit Qu'ranic Versen gedeckt, die um den Hals dreht, während die Außenseite der Kuppel mit blauer und grüner Fassenz gedeckt ist.	-17.0
694	She has moderated numerous public and company events including the Digital Summit Liechtenstein, over the past years, and in 2022 she was co-moderating the Audi Stage during the Bits & Pretzels.	In den vergangenen Jahren moderierte sie zahlreiche öffentliche und Firmenveranstaltungen, darunter den Digital Summit Liechtenstein, und im Jahr 2022 war sie Co-Moderatorin der Audi Stage während der Bits & Pretzels.	0.0
695	The era of predominance of conventional or romantic poems in Meitei literature took a break as Sri Biren and his contemporary poets took up their pens.	Die Ära der Vorherrschaft der konventionellen oder romantischen Gedichte in der Meitei-Literatur nahm eine Pause, als Sri Biren und seine zeitgenössischen Dichter ihre Stifte aufnahmen.	-1.0
696	Those who win the challenges will be the VIP members of the hotel and can enjoy all the comforts and luxuries, while those who fail will be the staff members of the hotel and must take care of the chores.	Diejenigen, die die Herausforderungen gewinnen, werden die VIP-Mitglieder des Hotels sein und können alle Komfort und Luxus genießen, während diejenigen, die gescheitert werden, die Mitarbeiter des Hotels sein und müssen sich um die Aufgaben kümmern.	-25.0
697	The 1895 Scottish Athletics Championships were the thirteenth national athletics championships to be held in Scotland.	Die Scottish Athletics Championships 1895 waren die dreizehnten nationalen Leichtathletik-Meisterschaften in Schottland.	0.0
698	The inside of the dome is decorated with Qu'ranic verses that revolve around its neck while the outside of the dome is decorated with blue and green faience.	Die Innenseite der Kuppel ist mit Koran Versen, die um den Hals drehen, während die Außenseite der Kuppel ist mit blauen und grünen Färbung geschmückt.	-19.0
699	Sasha Johnson, a Black Lives Matter activist who survived being shot in the head in Peckham, London in May 2021	Sasha Johnson, eine Black Lives Matter-Aktivistin, die im Mai 2021 in Peckham, London, bei einem Kopfschuss überlebte	-1.0
700	The Territory's residents, the Muzul Maya, are thought to have been members of a single ch'ibal, 'patronymic lineage,' that is, 'a highly localised group named after their dominant political family.'	"Die Einwohner des Territoriums, die Muzul Maya, werden angenommen, Mitglieder einer einzigen ch'ibal, ""patronymische Linie"", das heißt, ""eine hochlokalisierte Gruppe, die nach ihrer dominanten politischen Familie genannt wird."""	-9.0
701	He would continuously campaign to be awarded the Victoria Cross for his actions during the battle, but no such award would be made.	Er kämpfte ständig um das Victoria Cross für seine Aktionen während der Schlacht, aber keine solche Auszeichnung wurde er gewährt.	-11.0
702	Deotale and his compound mixed team partner Jyothi Surekha Vennam won gold at the World Cup Stage 1 in Antalya and the World Cup Stage 2 held in Shanghai.	Deotale und sein gemischter Teampartner Jyothi Surekha Vennam gewannen Gold in der Weltmeisterschaft Stage 1 in Antalya und der Weltmeisterschaft Stage 2 in Shanghai.	-25.0
703	The Chlotrudis Award for Best Actress is an annual award presented by the Chlotrudis Society for Independent Films, a non-profit organization, founded in 1994, that recognizes achievements in independent and world cinema.	Der Chlotrudis Award für die beste Schauspielerin ist eine jährliche Auszeichnung, die von der Chlotrudis Society for Independent Films vorgestellt wird, einer non-profit Organisation, die 1994 gegründet wurde, die Errungenschaften im unabhängigen und weltweiten Kino anerkennt.	-6.0
704	Nebraska voters will elect state senators for the 25 odd-numbered seats of the 49 legislative districts in the Nebraska Unicameral.	Die Nebraska-Wähler wählen Staatssenatoren für die 25 außerordentlichen Sitzplätze der 49 Gesetzgebungsgebiete in der Nebraska-Unicameral.	-15.0
705	This platform enables donors to provide helpful items to those in need, while also dedicating the gesture to a loved one.	Diese Plattform ermöglicht den Spendern, hilfsbereite Gegenstände an die Notwendigen zu liefern und gleichzeitig die Geste einer geliebten Person zu widmen.	-5.0
706	At a concert that evening the Minister thanked Macdonald and thanked the town for the donation of land to build an Armoury and confirmed that Alexandria and the 59th Regiment would indeed get their Armoury.	Bei einem Konzert am Abend dankte der Minister Macdonald und dankte der Stadt für die Spende von Land, um eine Rüstungskammer zu bauen und bestätigte, dass Alexandria und das 59. Regiment tatsächlich ihre Rüstungskammer erhalten würden.	-8.0
707	This is a list of songs that reached the top 10 on the Billboard Mainstream Top 40 (or Pop Airplay) chart in 2012.	Dies ist eine Liste von Songs, die die Top 10 auf der Billboard Mainstream Top 40 (oder Pop Airplay) Chart im Jahr 2012 erreichten.	-1.0
708	In 2020, he was a member of the jury of the experimental film section of the Message to Man international festival (St. Petersburg).	Im Jahr 2020 war er Mitglied der Jury der experimentellen Filmabteilung des internationalen Festivals Message to Man (St. Petersburg).	-1.0
709	This led Christian authors to generally consider that wild animals lived in peace with the grazers because they would have lived Adam's life on earth.	Dies führte christliche Autoren allgemein zu betrachten, dass wilde Tiere in Frieden mit den Grassern lebten, weil sie das Leben Adams auf Erden gelebt haben würde.	-20.0
710	Alanna Dummett was elevated into the main squad to replace the Felice Quinlan, who suffered a season-ending ankle injury.	Alanna Dummett wurde in die Hauptmannschaft ersetzt, um die Felice Quinlan zu ersetzen, die eine Saisonende Knöchelverletzung erlitt.	-17.0
711	Bricard began playing chess at age 12.Bricard won the 1993 French Chess Championship, and finished third in the championship of the following year, behind Marc Santo-Roman and Manuel Apicella.	Bricard begann im Alter von 12 Jahren Schach zu spielen.Bricard gewann das 1993 französische Schachmeisterschaft und endete dritt im nächsten Jahr, hinter Marc Santo-Roman und Manuel Apicella.	-10.0
712	Rail-based urban transportation had historically been a part of Spokane's development in the early 20th century, with numerous streetcars and trolleys running through the city's core.	Der Eisenbahnverkehr war historisch Teil der Entwicklung von Spokane Anfang des 20. Jahrhunderts, mit zahlreichen Straßenwagen und Trolleys durch den Kern der Stadt.	-7.0
713	The 1895 Scottish Athletics Championships were the thirteenth national athletics championships to be held in Scotland.	Die Scottish Athletics Championships von 1895 waren die dreizehnten nationalen Athletics-Meisterschaften, die in Schottland stattfanden.	-6.0
714	The Australian Institute of Architects national awards jury selects a national winner each year from a shortlist made of up to eight selected state and territory 'enduring architecture projects' from the AIA local chapter awards including;	"Die Australian Institute of Architects National Awards Jury wählt jedes Jahr einen nationalen Gewinner aus einer Kurzliste aus bis zu acht ausgewählten Staaten und Gebieten ""Architekturprojekte"" aus den AIA lokalen Kapitelpreisen einschließlich aus."	-25.0
715	Since then the curriculum had to undergo several modification and change adapting whatever is prescribed by the Departmant of Education (DepEd).	Seitdem musste das Curriculum mehrere Änderungen und Anpassungen unterziehen, um alles anzupassen, was vom Departement für Bildung (DepEd) vorgeschrieben ist.	-8.0
716	The Duhallow Junior B Football Championship is the second highest footballing competition in the Duhallow division in Cork.	Die Duhallow Junior B Football Championship ist die zweithöchste Fußballwettbewerb in der Duhallow Division in Cork.	-1.0
717	It is no coincidence that the ancient and numerous family of the Mamilovs (the native Erzians), had an image of an eagle as their coat of arms.	Es ist kein Zufall, dass die alte und zahlreiche Familie der Mamilovs (die einheimischen Erzianer) ein Bild eines Adlers als Waffenmantel hatte.	-5.0
718	Steve Lacy won Best Progressive R&B Album with Gemini Rights and Robert Glasper won Best R&B Album with Black Radio III	Steve Lacy gewann Best Progressive R&B Album mit Gemini Rights und Robert Glasper gewann Best R&B Album mit Black Radio III	0.0
719	At the end of the championship, the winning team enters the Cork Junior B Inter-Divisional Hurling Championship and by winning this, they will be promoted to the Duhallow Junior A Hurling Championship for the following season.	Am Ende der Meisterschaft tritt das Siegerteam in die Cork Junior B Inter-Divisional Hurling Championship ein und wird dadurch für die nächste Saison in die Duhallow Junior A Hurling Championship befördert.	-7.0
720	An artist and aesthete himself, he saw in the arts the possibility of enriching the lives of the whole population.	Als Künstler und Ästhete sah er in den Künsten die Möglichkeit, das Leben der ganzen Bevölkerung zu bereichern.	-5.0
721	Some people have tried pouring hot coffee over it to make it look like an affogato, but according to reports, this did not work as the coffee froze on top instead of melting the ice cream.	Einige Leute haben versucht, heißen Kaffee über sie zu gießen, um es wie ein affogato aussehen zu lassen, aber nach Berichten funktioniert dies nicht, da der Kaffee oben gefroren anstatt die Eiscreme zu schmelzen.	-21.0
722	List of Samoa national rugby union players is a list of people who have played for the Samoa national rugby union team.	Liste der Spieler der Samoa National Rugby Union ist eine Liste der Menschen, die für die Samoa National Rugby Union Team gespielt haben.	-8.0
723	This is a list of songs that reached the top 10 on the Billboard Mainstream Top 40 (or Pop Airplay) chart in 2000.	Dies ist eine Liste von Songs, die im Jahr 2000 in die Top 10 der Billboard Mainstream Top 40 (oder Pop Airplay) gelangen.	-7.0
724	Her work has appeared in New York, The New York Times, The Nation, The Atlantic, The New Republic, The Texas Observer, Vice, Vogue, and NPR.	Ihre Arbeiten erschienen in New York, The New York Times, The Nation, The Atlantic, The New Republic, The Texas Observer, Vice, Vogue und NPR.	-1.0
725	The industry-sponsored Insecticide Resistance Action Committee (IRAC) advises on the use of insecticides in crop protection and classifies the available compounds according to their chemical structures and mechanism of action so as to manage the risks of pesticide resistance developing.	Der von der Industrie geförderte Insektizid-Resistenz-Aktionskomitee (IRAC) berät über die Verwendung von Insektiziden im Pflanzenschutz und klassifiziert die verfügbaren Verbindungen entsprechend ihrer chemischen Struktur und Wirkmechanismus, um die Risiken der Entwicklung von Pestizidresistenz zu verwalten.	-7.0
726	Following his appointment as military governor of the Gaza district, Albuquerque captured Gungunhana with a small force.	Nach seiner Ernennung zum Militärgouverneur des Distrikts Gaza eroberte Albuquerque Gungunhana mit einer kleinen Truppe.	0.0
727	He then travelled the country for 18 months in his car with the rolled-up canvas in a tube, showing it to people and explaining what the Voice was about.	Er reiste dann 18 Monate in seinem Auto mit dem rollenden Leinwand in einem Rohr durch das Land, zeigte es den Leuten und erklärte, worum es bei The Voice ging.	-21.0
728	The fossil specimen of the peculiar animal, Cuvier observed, contained nine teeth leading from the last three-pointed molar to the lateral incisors.	Das fossile Exemplar des merkwürdigen Tieres, beobachtete Cuvier, enthielt neun Zähne, die vom letzten dreipunktigen Molar zu den seitlichen Einschnitten führten.	-17.0
729	Benjamin Reemst (born 29 March 2000) is a Dutch professional footballer who plays as a midfielder for Eerste Divisie club Dordrecht.	Benjamin Reemst (* 29. März 2000 in Dordrecht) ist ein niederländischer Fußballspieler.	-10.0
730	Samson Lawal (born 25 April 2004) is a Nigerian professional footballer who plays as a midfielder for Livingston.	Samson Lawal (* 25. April 2004 in Livingston) ist ein nigerianischer Fußballspieler.	-10.0
731	In automotive design, rear-motor, rear-wheel-drive is mainly used on battery electric vehicles by placing a single electric motor on the rear axle of the automobile, which creates a four-wheel drive layout.	Im Auto-Design, Hinter-Motor, Hinter-Wheel-Drive wird hauptsächlich auf Batterieelektrischen Fahrzeugen verwendet, indem ein einziger Elektromotor auf der Rückseite des Autos platziert wird, was eine Vier-Wheel-Drive-Layout schafft.	-25.0
732	The government of Russia published messages of condolences from President Vladimir Putin and Governor of Dagestan Sergei Melikov, in which they promised to pay 1 million Russian rubles to the families of the deceased, as well as declared a day of mourning.	Die Regierung Russlands veröffentlichte Mitteilungen von Mitleid von Präsident Vladimir Putin und Gouverneur von Dagestan Sergei Melikov, in denen sie versprach, 1 Million russische Rubel an die Familien der Verstorbenen zu zahlen, sowie erklärte einen Tag der Trauer.	-18.0
733	Among the tenants who had already signed a contract by this point were Salvador Colom, Goody's Department Stores, Radio Shack, Rave, Bakers, Flagg's, Gastón Bared, Mediavilla Travel, European Connection, Banco Nacional, Gretjeleen, lluminación and Taco Bell.	Unter den Mietern, die bereits einen Vertrag zu diesem Zeitpunkt unterzeichnet hatten, waren Salvador Colom, Goody's Department Stores, Radio Shack, Rave, Bakers, Flagg's, Gastón Bared, Mediavilla Travel, European Connection, Banco Nacional, Gretjeleen, lluminación und Taco Bell.	-1.0
734	Some architects suggested demolishing the statue of Bohdan Khmelnytsky in front of the Saint Sophia Cathedral and the Cathedral itself.	Einige Architekten schlugen vor, die Statue von Bohdan Khmelnytsky vor der Kathedrale Saint Sophia und der Kathedrale selbst zu demolieren.	-6.0
735	Deotale and his compound mixed team partner Jyothi Surekha Vennam won gold at the World Cup Stage 1 in Antalya and the World Cup Stage 2 held in Shanghai.	Deotale und sein Mixed-Team-Partner Jyothi Surekha Vennam gewannen Gold beim World Cup Stage 1 in Antalya und beim World Cup Stage 2 in Shanghai.	-14.0
736	As the horses continued to gallop toward a wagon waiting at a railway crossing, Albert jumped for his life from the carriage.	Als die Pferde weiter in Richtung eines Wagens fuhren, der an einem Eisenbahnübergang war, sprang Albert aus dem Wagen für sein Leben.	-7.0
737	Hannam trialled with League One club Stevenage during pre-season ahead of the 2023–24 season, signing a contract with the club on 14 August 2023.	Hannam versuchte mit League One-Club Stevenage während der Vorsaison vor der Saison 2023-24 und unterzeichnete einen Vertrag mit dem Club am 14. August 2023.	-7.0
738	This is a list of video game soundtracks that multiple publications, such as video game journalism and music journalism publications, have considered to be among the best of all time.	Dies ist eine Liste von Soundtracks von Videospielen, die mehrere Publikationen, wie Videospieljournalismus und Musikjournalismus Publikationen, als eines der besten aller Zeiten angesehen haben.	-14.0
739	In 1963 on the occasion of Republic Day (26 January 1963) remembered by Lata Mangeshkar by a song Aye Mere Watan Ke Logo in presence of Prime minister of India Jawaharlal Nehru	1963 zum Tag der Republik (26. Januar 1963) erinnert von Lata Mangeshkar durch ein Lied Aye Mere Watan Ke Logo in Anwesenheit des Premierministers von Indien Jawaharlal Nehru	-4.0
740	"In May 2008 the EP was released, that same month they also released the single ""Love"", with KRS-One and Organized Noize's Sleepy Brown as guest artists."	"Im Mai 2008 wurde die EP veröffentlicht, im selben Monat erschien auch der Single ""Love"", mit KRS-One und Organized Noize's Sleepy Brown als Gastkünstler."	-3.1
741	"Shot during the lockdown, ""Space and Time,"" a carefree video with beautifully lush green trees and grass served as the background for the singer's countryside oasis."	"""Space and Time"", ein unbeschwertes Video mit herrlich üppigen grünen Bäumen und Gras, das während der Sperrung gedreht wurde, servierte den Hintergrund für die Landschaftsoase des Sängers."	-21.0
742	In Layer 2A, which represents this period, the architecture exhibits the most significant differences from the architecture of Layer 2B, namely the use of stone foundations in 2A and smaller brick dimensions compared to 2B.	In der Layer 2A, die diesen Zeitraum repräsentiert, zeigt die Architektur die bedeutendsten Unterschiede von der Architektur der Layer 2B, nämlich die Verwendung von Steinfundamenten in 2A und kleineren Ziegelmaßen im Vergleich zu 2B.	-3.0
743	"""Applications of Deep Learning in e-Commerce,"" Krishnendu Chaudhury, GPU Technology Conference, GTC 2018, March 26–29, 2018, Silicon Valley, California."	"""Applications of Deep Learning in e-Commerce"", Krishnendu Chaudhury, GPU Technology Conference, GTC 2018, 26.–29. März 2018, Silicon Valley, Kalifornien."	0.0
744	The procession chants Gaus-e-Azam Zindabad and Al Madad Peeran-e-Peer slogans in memory of Shaikh Abdul Qadir Jilani.	Die Prozession singt Gaus-e-Azam Zindabad und Al Madad Peeran-e-Peer Slogans zum Gedenken an Shaikh Abdul Qadir Jilani.	-1.0
745	In February 2021, in reaction to the release of her track, “everybody knows”, Earmilk wrote, “Storme is able to define true-to-genre R&B while still exploring unconventional and uncomfortable topics.” In March 2023, Billboard wrote of her song, “Painkillers”, “the track’s sparse instrumentals — gossamer-like synth, thumping beats and delicate piano — complements her soft vocal delivery.” In April 2023, Storme released “Alt Disco”, which Swidlife praised for its risk-taking and unexpected melding of genres.	Im Februar 2021 schrieb Earmilk in Reaktion auf die Veröffentlichung ihres Songs: „Jeder weiß“, „Storme ist in der Lage, wahrheitsgetreues R&B-Genre zu definieren, während sie immer noch unkonventionelle und unbequeme Themen erforscht.“ Im März 2023 schrieb Billboard von ihrem Song „Painkillers“, „die spärlichen Instrumente des Songs – gossamer-ähnliche Synthese, stumpfende Schläge und delikate Klavier – ergänzen ihre weiche Vokallieferung.“ Im April 2023 veröffentlichte Storme „Alt Disco“, das Swidlife für seine riskante und unerwartete Mischung von Genres lobte.	-25.0
746	"According to Carole Ferret, the history of the horse in Russia has long been the prerogative of Soviet researchers that came from the territory under study, and as a result, is little known due to a ""cruel lack of material""."	"Laut Carole Ferret ist die Geschichte des Pferdes in Russland seit langem das Vorrecht der sowjetischen Forscher, die aus dem untersuchten Gebiet kamen, und als Ergebnis ist aufgrund eines ""grausamen Mangels an Material"" wenig bekannt."	0.0
747	He was a member of the Manipur Legislative Assembly for Lamsang from 2002 to 2017, representing the Indian National Congress.Singh died from COVID-19 aged 72.	Von 2002 bis 2017 war er Mitglied der Manipur Legislative Assembly für Lamsang und repräsentierte den indischen Nationalkongress.Singh starb bei COVID-19 im Alter von 72 Jahren.	-5.0
748	The calendar for the 2023–2024 men's and women's cyclo-cross season includes cyclo-cross races starting on 19 August 2023, and ending in February 2024.	Der Kalender für die Männer- und Frauen-Cyclo-Cross-Saison 2023-2024 umfasst Cyclo-Cross-Rennen, die am 19. August 2023 beginnen und im Februar 2024 enden.	-2.0
749	"MWF promotes itself as the home of ""Aksyonovela"" – a portmanteau of the Filipino word for ""action"" and the suffix of telenovela – representing the mix of athletic wrestling action and timely, relatable storytelling that the promotion presents."	"MWF fördert sich als Heimat für ""Aksyonovela"" - ein Portmanteau des filipinischen Wortes für ""Aktion"" und das Sufiks von Telenovela - die Mischung aus athletischem Kampf-Aktion und zeitlich, relativer Geschichten, die die Promotion präsentiert."	-21.0
750	On March 19, the new single 'Marilù' was released and was previewed during the broadcast 'Domenica in' hosted by Mara Venier.	"Am 19. März wurde die neue Single ""Marilù"" veröffentlicht und im Rahmen der Sendung ""Domenica in"" von Mara Venier vorgestellt."	-5.0
