	src	mt	score
676	His father Herman Prioleau Hamilton was president of Hamilton & Company of Chester, an investment bank that sold municipal bonds.	他的父亲赫尔曼·普里奥·汉密尔顿(Herman Prioleau Hamilton)是汉密尔顿和切斯特公司(Hamilton & Company of Chester)的总裁,这家投资银行出售市政债券。	-1.0
677	On The Line: The Richard Williams Story is a 2022 American documentary film, written and directed by Stuart McClave.	On The Line: The Richard Williams Story是一部由斯图尔特·麦克莱夫(Stuart McClave)撰写和导演的2022年美国纪录片。	-11.0
678	Ercan Osmani (Albanian: Erxhan Osmani; born August 4, 1998) is a Turkish professional basketball player of Albanian descent for Anadolu Efes of the Turkish Basketbol Süper Ligi and the EuroLeague.	Ercan Osmani(阿尔巴尼亚语:Erxhan Osmani,1998年8月4日出生)是一名来自阿尔巴尼亚的土耳其职业篮球运动员,是土耳其篮球超级联赛和欧洲联赛的Anadolu Efes。	-10.0
679	His highest-grossing releases came with the comedy-drama Lage Raho Munna Bhai (2006), the drama film My Name Is Khan (2010) and the romantic comedy Tanu Weds Manu: Returns (2015), all of which rank among the highest-grossing Indian films of all time.	他的票房收入最高的电影包括喜剧剧《Lage Raho Munna Bhai》(2006年)、戏剧《My Name Is Khan》(2010年)和浪漫喜剧《Tanu Weds Manu: Returns(英语:Tanu Weds Manu: Returns)》(2015年),这些都是历史上票房最高的印度电影。	-12.0
680	Recipients of the state-based award are then eligible for consideration for the National Award for Enduring Architecture presented later in the same year, as part of the Australian National Architecture Awards.	國家建築獎的受獎者可以參加同年頒發的澳洲國家建築獎(英语:Australian National Architecture Awards)(英语:Australian National Architecture Awards)。	-16.0
681	Iza stated that the tour for her second studio album starts with a show at the first edition of The Town festival, on September 10th.	Iza表示,她的第二张工作室专辑的巡演将从9月10日的第一届The Town节上演奏开始。	-2.0
682	These shows often included him dressing up in hypermasculine archetypes (such as a biker) and using prosthetics to have sex with his partner at the time.	这些表演往往包括他穿上超大型的档案(如骑自行车)并使用<unk>子与当时的伴侣有性爱。	-24.0
683	The Silver Nova was ordered in October 2018 from the Meyer Werft shipyard in Germany, under the name Project Evolution, the first of two ships.	Silver Nova 于 2018 年 10 月从德国 Meyer Werft 船上订购,名为 Project Evolution,是两艘船的第一艘。	-6.0
684	Her portrayal of a student who is unable to grasp the academic teaching in Final Draft won her much acclaim and even Best Actress Awards at the Sanskruti Kala Darpan Awards, the Maharashtra Times Sanman and two Zee Natya Gaurav Puraskar.	她的肖像在最终草案中无法理解学术教学的学生获得了她的许多赞誉,甚至在圣斯克鲁蒂卡拉达尔潘奖,马哈拉斯特拉时报圣曼和两个Zee Natya Gaurav Puraskar的最佳女演员奖。	-22.0
685	The Mandapa has beautiful architectural representations of various forms of Vishnu and few scenes of Ramayana, Mahabharatha and Srimad Bhagavatham.	曼达帕有各种形式的维什努的美丽的建筑代表和几个场景的拉马雅纳,马哈巴拉塔和斯里马德·巴加瓦塔姆。	-25.0
686	The Carnegie Commission characterized the expulsions and massacres as an attempt to transform the ethnic structure of the regions inhabited mostly by Albanians.	卡内基 委员会 将 驱逐 和 屠杀 描述 为 试图 改变 阿尔巴尼亚 人 居住 的 区域 的 种族 结构 。	-6.0
687	"When the stewardess asked him why he was wearing a bulletproof vest, he replied: ""I'm from Ukraine, it makes me feel safer."""	当飞行员问他为什么穿防弹衣时,他回答说:“我来自乌克兰,这让我感到更安全。	-5.0
688	He was a Member of the Manipur Legislative Assembly for Oinam from 2007 to 2017, representing the Trinamool Congress.Singh died from COVID-19 aged 66.	他是2007年至2017年间代表特里纳莫尔国会的曼尼普尔立法大会的成员。	-11.0
689	"""Lost & Found"" is the debut English single by Thai artist Bright Vachirawit Chivaaree, first solicited through GMMTV Records on August 15, 2022."	“Lost & Found”是泰国艺术家Bright Vachirawit Chivaaree的首张英语单曲,于2022年8月15日通过GMMTV Records发行。	-10.0
690	He attended University College Falmouth in Falmouth, Cornwall from 2012 to 2015, graduating with a bachelor's degree in film.	他从2012年到2015年在康沃尔州法尔茅斯大学学院学习,毕业于电影学士学位。	-5.0
691	The Khanate's decline culminated in its eventual incorporation into larger empires, marking the end of its distinct political existence.	汗国的衰落最终导致它最终融入了更大的帝国,标志着其独特的政治存在的终结。	-2.0
692	"While the overall prevalence of HIV/AIDS is low in Algeria, public understanding of the disease and how it is transmitted has been described as ""mediocre"" among the population, particularly among young people."	虽然艾滋病在阿尔及利亚的总体流行率很低,但公众对该病及其传播方式的理解被描述为人口中,特别是年轻人中“中等”。	-11.0
693	The VR sessions are designed to be brief, lasting only twenty minutes, to prevent any discomfort associated with the technology.	VR 會議設計為簡短,只持續 20 分鐘,以防止與技術相關的任何不舒服。	-10.0
694	The men's Scottish hockey National League 5 champions were the winners of the now defunct fifth-tier league in men's hockey in Scotland.	苏格兰男子冰球国家联赛的5位冠军是苏格兰男子冰球现已消失的第五级联赛的冠军。	-21.0
695	Between 2005 and 2009, he took his doctorate, focused on the psychopharmacology of the serotonin system, with David Nutt at the University of Bristol.	2005年至2009年间,他与布里斯托尔大学的戴维·努特(David Nutt)博士学位,专注于塞洛顿系统的心理药理学。	-11.0
696	It is said that Chandramukhi's malicious spirit had attempted to take her revenge, and thus was contained in a room on the third floor with help from priests and sorcerers.	据说Chandramukhi的邪恶精神试图报复她,因此在神父和巫师的帮助下被困在第三楼的一个房间里。	-11.0
697	This is a list of songs that reached the top 10 on the Billboard Mainstream Top 40 (or Pop Airplay) chart in 2016.	这是2016年《告示牌》主流音乐排行榜(英语:Billboard Mainstream Top 40 (or Pop Airplay))排名前10名的歌曲列表。	-6.0
698	Media reports at the time noted the similarities between Alsop's proposals, and the proposals in Prescott's Northern Way.	當時的媒體報導指出,阿爾索普的建議與普雷斯科特的北路的建議有相似之处。	-1.0
699	In 2022, she engaged herself in social service and publicly praised the developmental initiatives of Ashok Gehlot from public platforms.	2022年,她參與社會服務,並公開讚揚阿蘇克·蓋洛特的發展計劃。	-6.0
701	The Chlotrudis Award for Best Actress is an annual award presented by the Chlotrudis Society for Independent Films, a non-profit organization, founded in 1994, that recognizes achievements in independent and world cinema.	克洛特迪斯最佳女演员奖是由1994年成立的非营利组织克洛特迪斯独立电影协会(Chlotrudis Society for Independent Films)颁发的年度奖项,该奖项承认在独立和世界电影领域取得的成就。	-5.0
702	The fossil specimen of the peculiar animal, Cuvier observed, contained nine teeth leading from the last three-pointed molar to the lateral incisors.	库维尔观察到这个特殊的动物的化石样本包含了9颗牙齿,从最后三个尖端到侧切口。	-6.0
704	Humanization practices can lead to dilemmas, such as cosmetic surgeries for pets or extreme grooming practices.	人类化做法可能导致困境,例如宠物的化妆手术或极端护理做法。	-13.0
705	In 1995, he opened his own private theater and continued experimenting with acting and improvisation, incorporating the ideas of Gurdjieff.	1995年,他开设了自己的私人剧院,继续尝试表演和即兴创作,并结合了格尔德吉夫的思想。	-1.0
706	Kim set about coordinating a number of attacks on Japanese leaders, including a January 1932 attack in Tokyo that nearly killed Emperor Hirohito.	金正恩决定协调一系列对日本领导人的袭击,包括1932年1月在东京的袭击,几乎杀死了皇帝Hirohito。	-17.0
707	Nick made his debut for Castres Olympique in Round 2 of the Top 14 on 10 September 2021, starting at number 6 in their win over ASM Clermont Auvergne.	尼克于2021年9月10日为Castres Olympique在Top 14的第2轮首次亮相,在ASM克莱蒙特奥尔文(Clermont Auvergne)的胜利中排名第6。	-16.0
708	East Village appears in A Complicated Kindness and All My Puny Sorrows as well as the film adaptation of All My Puny Sorrows.	东村出现在A Complicated Kindness和All My Puny Sorrows中,以及电影改编《All My Puny Sorrows》中。	-11.0
709	It subsequently developed into the most significant trade and transport route of the region and maintained this status even after the decline of the Roman colony.	它后来发展成为该地区最重要的贸易和运输路线,即使在罗马殖民地衰落后也保持了这种地位。	0.0
710	Her activism focuses on anti-capitalism and climate change and has engaged in solidarity campaign in Iraq, Palestine and Syria.	她的活动重点是反资本主义和气候变化,并参与了在伊拉克、巴勒斯坦和叙利亚的团结运动。	-1.0
711	BFC Dynamo would now be its main obstacle to success.BFC Dynamo opened the 1978-79 DDR-Oberliga with ten consecutive wins.	BFC Dynamo现在将是其成功的主要障碍。BFC Dynamo开启了1978-79 DDR-Oberliga连续十次胜利。	-5.0
712	In Layer 2A, which represents this period, the architecture exhibits the most significant differences from the architecture of Layer 2B, namely the use of stone foundations in 2A and smaller brick dimensions compared to 2B.	在代表这一时期的2A层中,建筑与2B层的建筑有着最显著的区别,即2A层的石基和比2B层更小的砖尺寸的使用。	-10.0
713	The 2024 Supercars Championship (known for commercial reasons as the 2024 Repco Supercars Championship) is an upcoming motor racing series for Supercars.	2024年超級車錦標賽(英语:2024 Supercars Championship,縮寫為2024 Repco Supercars Championship)是美國超級車隊(英语:Supercars)的賽車系列賽。	-25.0
714	Within the poem, Claudian has Roma compare Eutropius to Potheinus, an ancient Ptolemaic eunuch responsible for the assassination of Roman general Pompey the Great.	在诗中,克劳迪安将罗马人与古老的普托利马人尤努克(Ptolemaic eunuch)对罗马将军蓬佩亚大(Pompey the Great)的谋杀进行比较。	-25.0
715	Elisabeth de Dampierre (d. after March 1228), who married Geoffrey I of Aspremont, son of Gobert V, lord of Aspremont, and Ida de Chiny, with whom she had four children (including Jean d'Apremont who was bishop of Verdun then Metz and Blessed Gobert d'Aspremont);	伊丽莎白·德·达姆皮埃尔(1228年3月之后),嫁给阿斯普雷蒙特的乔弗里一世,哥伯特五世的儿子,阿斯普雷蒙特的主人,和伊达·德·奇尼,她有四个孩子(包括朱恩·德·阿普雷蒙特,当时是德文的主教Metz和祝福阿斯普雷蒙特的主教);	-25.0
716	The museum includes five halls, the first of which included the personal belongings of the leader, and the other was allocated for gifts, weapons, archives, and documents.	博物館包括五間堂區,其中第一間包括領導人的私人物品,另一間則分配給禮物、武器、檔案和文件。	-6.0
717	She competed at the 2022 IFMA World Muaythai Championships finishing third, and 2023 European Games winning a gold medal in the Women's 60 kg class.	她参加了2022年国际穆亚泰世界锦标赛的第三场比赛,并在2023年欧洲运动会赢得了女子60公斤级的金牌。	-10.0
718	The proposed reforms involved increasing the level of independent scrutiny of Home Office migration policies, and a further promise of reconciliation events with families of the scandal's victims.	提议的改革包括增加内政厅移徙政策的独立审查水平,并进一步承诺与丑闻受害者家属进行和解。	-12.0
719	Shadrack Fluellen Slatter (December 13, 1798 – July 5, 1861) was a 19th-century American slave trader and capitalist.	沙德拉克·弗洛伦·斯拉特(英语:Shadrack Fluellen Slatter,1798年12月13日-1861年7月5日),19世纪美国奴隶贸易家和资本家。	-1.0
720	The procession chants Gaus-e-Azam Zindabad and Al Madad Peeran-e-Peer slogans in memory of Shaikh Abdul Qadir Jilani.	游行队伍为纪念谢赫·阿卜杜勒·卡迪尔·吉拉尼唱了高斯-艾萨姆·辛达巴德(Gaus-e-Azam Zindabad)和Al Madad Peeran-e-Peer的口号。	-2.0
721	He attended University College Falmouth in Falmouth, Cornwall from 2012 to 2015, graduating with a bachelor's degree in film.	2012年至2015年,他在科恩沃爾的法爾茅斯大學學院(University College Falmouth)畢業,取得電影學士學位。	-6.0
724	The Carnegie Commission characterized the expulsions and massacres as an attempt to transform the ethnic structure of the regions inhabited mostly by Albanians.	卡内基委员会将驱逐和屠杀描述为改变大多数阿尔巴尼亚人居住的地区的种族结构的企图。	-3.0
725	Due to the fact that the label did not notify the presence of another artist in the remix, Karol G made the decision not to publish the remix, despite not having any problem with De la Ghetto.	由于标签没有通知其他艺术家的存在,Karol G决定不发布该改编,尽管没有与De la Ghetto有任何问题。	-15.0
726	Deotale and his compound mixed team partner Jyothi Surekha Vennam won gold at the World Cup Stage 1 in Antalya and the World Cup Stage 2 held in Shanghai.	迪奥塔勒和他的组合混合队伙伴乔蒂·苏雷卡·文纳姆在安塔利亚举行的世界杯第一阶段和上海举行的世界杯第二阶段获得金牌。	-2.0
727	Their second album, Dela Paji, was released in 2006, with various guest musicians from Central and Eastern Europe contributing their individual styles.	他们的第二张专辑《Dela Paji》于2006年发行,来自中欧和东欧的众多客串音乐家贡献了他们的个人风格。	-1.0
728	These amounted to an amount much higher than the price of the wagons themselves, as the only existing tariff for railway wagons applied to them was the one prescribed for broad-gauge wagons used on the general railways.	这些费用比车价高得多,因为现有的唯一适用于它们的铁路车的关税是一般铁路使用的宽带车的关税。	-11.0
729	14 June – South African soldiers invade Botswana and attack the headquarters of a South African anti-apartheid group in Gabarone.	6月14日 - 南非士兵入侵博茨瓦纳,攻击南非反种族隔离组织在加巴罗纳的总部。	-1.0
731	The Ministry of Education (Spanish: Ministerio de Educación) is the government ministry responsible for education in Peru.	教育部(西班牙語:Ministerio de Educación)是秘鲁政府负责教育的部门。	-1.0
732	In addition, at least according to the 2019 data, an investment grant could be applied for from the Ministry of Education and Culture.	此外,至少根据2019年的数据,可以向教育部申请投资补助金。	0.0
733	She worked as a writer for the social and cultural section of the Chosun Ilbo, one of the major newspapers in South Korea, and other blogs and news media outlets.	她担任韩国主要报纸之一Chosun Ilbo社交和文化部门的作家,以及其他博客和新闻媒体平台。	-25.0
734	Lines 4 and 5 are used to accommodate trains departing from the station, while line 6 is usually utilized to store out-of-service trains and for shunting.	4号线和5号线通常用于从火车站出发的火车,而6号线通常用于存储无服务的火车和开车。	-16.0
735	He would continuously campaign to be awarded the Victoria Cross for his actions during the battle, but no such award would be made.	他会不断地竞选获得维多利亚十字架的奖励,因为他在战斗期间的行动,但没有这样的奖励。	-21.0
736	Thanks to the development of remote sensing technology (and also due to deforestation), it has been possible to document the pre-Columbian period's extensive agricultural infrastructure.	由于遥感技术的发展(以及森林砍伐),可记录哥伦布前时期的广泛农业基础设施。	-2.0
738	He would continuously campaign to be awarded the Victoria Cross for his actions during the battle, but no such award would be made.	他将不断竞选在战斗期间为他的行动颁发维多利亚十字架,但没有这样的奖项。	-16.0
739	In 2007, Coast Guard divers from the Maritime Safety and Security team searched the sea floor for evidence of the lighthouse.	2007年,海岸警卫队海上安全和安全团队的巡逻人员在海底寻找灯泡的证据。	-16.0
740	On The Line: The Richard Williams Story is a 2022 American documentary film, written and directed by Stuart McClave.	《线上:理查德·威廉姆斯的故事》是2022年的美国纪录片,由斯图尔特·麦克拉夫(Stuart McClave)撰写和导演。	-1.0
741	In February 2015, Chabanon finished second in the Clermont-Ferrand International Chess Tournament, behind winner Jean-Pierre Le Roux and ahead of Kamran Shirazi and Anthony Kosten on tiebreaks.In the first round of the 2022 French League, Chabanon blundered a winning position into a stalemate against FIDE Master Floryan Eugène.	2015 年 2 月,Chabanon 在 Clermont-Ferrand 国际象棋锦标赛中排名第二,在获胜者 Jean-Pierre Le Roux 和 Kamran Shirazi 和 Anthony Kosten 前进。	-17.0
742	Differing opinions exist on what type of continuity existed across the entire 2206-year period of Rome's history, as well as when different periods start and what they are called.	关于罗马历史上2206年的整个时期存在什么样的连续性,以及不同的时期何时开始和如何称呼它们,存在着不同的意见。	-1.0
743	The calendar for the 2023–2024 men's and women's cyclo-cross season includes cyclo-cross races starting on 19 August 2023, and ending in February 2024.	2023年至2024年男子和女子自行车赛的日程表包括自2023年8月19日开始至2024年2月结束的自行车赛。	-10.0
744	Media reports at the time noted the similarities between Alsop's proposals, and the proposals in Prescott's Northern Way.	当时媒体报道指出,阿尔索普的提议与普雷斯科特的北路的提议之间的相似之处。	-1.0
745	Other common symptoms include changes in the skin texture, color, and temperature; changes in hair and nail growth; skin sensitivity to touch, also known as allodynia; and dizziness, especially when going to a standing position after sitting.	其他常见的症状包括皮肤的纹理、颜色和温度的变化;头发和指甲的生长变化;皮肤对触觉的敏感性,也称为耳晕;以及头晕,尤其是在坐下后站立时。	-6.0
746	This was followed by another at 9.30 am, so violent that it took out the dam made of earth and trays, as well as the entire roof of the building.	这次是另一个在9点30分,如此暴力,以至于它拿出由土壤和树木制成的泥土,以及整个建筑的天花板。	-25.0
747	The team is part of the Gold Coast Titans club and plays in the National Rugby League Women's Premiership (NRLW), Australia's premier club competition for women.	球队是金海岸巨人俱乐部的一部分,并在澳大利亚女子职业橄榄球联盟(英语:National Rugby League Women's Premiership,NRLW)上比赛。	-8.0
748	When learning to make the dish, Pang mentioned that he had to learn it from memory, tasting the dish as he goes.	当他学会做菜时,潘格提到他必须从记忆中学习,在他去的时候尝到菜。	-20.0
749	The Confederation's contribution covers 90% of relief services, with the remaining 10% provided by the Central Office via its national fund-raising campaign.	邦联 的 捐款 覆盖 了 90 % 的 救济 服务, 其余 10 % 由 中央 办事处 通过 其 全国 筹款 活动 提供 。	-10.0
750	Some people have tried pouring hot coffee over it to make it look like an affogato, but according to reports, this did not work as the coffee froze on top instead of melting the ice cream.	一些人尝试将热咖啡倒在上面,使它看起来像泡泡,但据报告说,这并不像咖啡在上面冻结,而不是融化冰淇淋。	-10.0
751	"This was the first show produced and performed by Ogando, where he celebrated his Soberano ""Comedian of the Year"" Award, and included monologues and satire, as well as stand-up comedy about current events in the Dominican Republic."	这是奥加多首次制作和表演的节目,他庆祝他的索贝拉诺“年度媒体”奖,包括独白和讽刺,以及关于多米尼加共和国当前事件的立体喜剧。	-12.0
752	The Silver Nova was ordered in October 2018 from the Meyer Werft shipyard in Germany, under the name Project Evolution, the first of two ships.	Silver Nova於2018年10月由德國 Meyer Werft造船廠(英语:Meyer Werft shipyard)以Project Evolution(英语:Project Evolution)命名,是兩艘船中的第一艘。	-5.0
753	"They hosted the ""Double Star Love Song Concert"" in the Foshan Lingnan Pearl Gymnasium on 31 December 2007 along with Tai Zhengxiao."	2007年12月31日,他们与大郑祥一起在福州岭南珠儿中学举办了“双星爱情歌曲音乐会”。	-18.0
754	38-42: Krishna concludes the chapter by encouraging Arjuna to rise above doubts and practice the teachings he has received.	38-42:克里斯纳通过鼓励阿鲁纳超越怀疑,并实践他所接受的教义来完成这章节。	-6.0
755	In 1963 on the occasion of Republic Day (26 January 1963) remembered by Lata Mangeshkar by a song Aye Mere Watan Ke Logo in presence of Prime minister of India Jawaharlal Nehru	1963年,在共和国日(1963年1月26日)的庆祝活动中,由拉塔·曼格什卡尔在印度总理贾瓦哈拉尔·尼赫鲁的出席下唱一首歌。	-15.0
756	The future considerations were cancelled in subsequent trade on October 3, 1989, involving Pete Peeters and Keith Acton.	随后的交易于1989年10月3日取消,涉及皮特·皮特斯(Pete Peeters)和基思·阿克顿(Keith Acton)。	-6.0
757	Following his appointment as military governor of the Gaza district, Albuquerque captured Gungunhana with a small force.	在被任命为加沙地区军事总督后,阿尔布克雷克以一支小部队占领了古尔贡哈纳。	-3.0
759	The 100 cultural symbols of Korea are 100 symbols developed by the Ministry of Culture, Sports and Tourism to find the cultural genes of the Korean people that encompass Korean tradition and modernity.	韩国100个文化象征是韩国文化、体育和旅游部开发的100个象征,旨在找到涵盖朝鲜传统和现代文化的人民的文化基因。	-14.0
760	It is jointly produced by RJ of Rj Star Production and Bijou Thaangjam under the banner of Cicada Film Production.	该片由RJ Star Production和Bijou Thaangjam在Cicada Film Production的旗帜下联合制作。	-15.0
761	Waldemar Rodrigues da Paixão (February 22, 1916 - 1990), better known as Mestre Waldemar (Valdemar, Waldemar da Liberdade, Waldemar do Pero Vaz), was a Bahian capoeira mestre.	瓦尔德马·罗德里格斯·达·皮萨奥(Waldemar Rodrigues da Paixão,1916年2月22日-1990年2月22日),更名为梅斯特雷·瓦尔德马(Mestre Waldemar,Valdemar da Liberdade,Waldemar do Pero Vaz),是巴伊亚的一名 capoeira mestre。	-20.0
762	The significance of Karma Sannyasa Yoga lies in its teachings about finding a middle path between active participation in the world (Karma Yoga) and the renunciation of worldly attachments (Sannyasa).	 Karma Sannyasa Yoga的意义在于它教导如何在积极参与世界(Karma Yoga)和放弃世俗的依恋(Sannyasa)之间找到中间道路。	-7.0
763	Bulley has been published in Henry Stewart Publications, December 2002: “Stadia development as a catalyst for regeneration” and Proceedings paper for the ICE journal, May 2015: “London 2012 legacy: a sustainable model for delivering large sports events”.	Bulley 已发表在 Henry Stewart 出版物, 2002 年 12 月: “Stadia 作为恢复的催化剂发展” 和 ICE 杂志的程序论文, 2015 年 5 月: “2012 伦敦遗产:提供大型体育活动的可持续模型”。	-23.0
764	The Australian Institute of Architects national awards jury selects a national winner each year from a shortlist made of up to eight selected state and territory 'enduring architecture projects' from the AIA local chapter awards including;	澳大利亚建筑师协会(Australian Institute of Architects)全国奖项评审团每年从AIA地方分会奖中选出八个州和地区“耐久建筑项目”的短名单中选出一位全国获奖者,包括:	-1.0
765	The original Samoobrona started fracturing in March 2006, when Self-Defence Social Movement (Polish: Samoobrona Ruch Społeczny) was founded and organised its first convention in Czosnów near Warsaw.	2006年3月,自卫社会运动(波兰语:Samoobrona Ruch Społeczny)成立,并在华沙附近的Czosnów召开了第一次会议。	-6.0
766	In Layer 2A, which represents this period, the architecture exhibits the most significant differences from the architecture of Layer 2B, namely the use of stone foundations in 2A and smaller brick dimensions compared to 2B.	在2A层,代表这个时期,架构展示了与2B层架构的最显著差异,即使用2A的石头基础和比2B更小的<unk>尺寸。	-7.0
768	East Village appears in A Complicated Kindness and All My Puny Sorrows as well as the film adaptation of All My Puny Sorrows.	東村(英语:East Village)出現在《複雜的優待》和《我的親母悲哀》中,以及電影改編《我的親母悲哀》中。	-10.0
769	In December 2022, The Free Press published information about the Twitter Files after Twitter CEO Elon Musk provided Weiss with access to records of Twitter's internal communications.	在2022年12月,The Free Press發表了關於Twitter檔案的資訊後,TwitterCEOElon Musk提供給Weiss對Twitter內部通訊的記錄。	-17.0
770	"He termed this the ""Maine Model"" for how to replicate the successes of major technology hubs without the same kind of educational and financial capital found in those places."	他称之为“主流模型”,因为它如何复制大型技术中心的成功,而没有在这些地方找到相同的教育和金融资本。	-11.0
771	He has a son, Antoni (born 2004), born from an informal relationship with graphic designer Katarzyna Osipowicz.	他的兒子安東尼(Antonio,2004年出生),出生於與卡塔里娜·奧西波維奇(Katarzyna Osipowicz)的非正式關係。	-7.0
772	It is no coincidence that the ancient and numerous family of the Mamilovs (the native Erzians), had an image of an eagle as their coat of arms.	毫无疑问,古代和众多的马米洛夫家族(原住民埃尔齐亚人)有鹰的形象作为他们的盔甲。	-17.0
773	"In response, Bennett said that ""the headline of the story was wrong"", and had been corrected; she pointed out that the release agreement ""was signed October 30, five days before the new government took office."	在回应中,班内特表示“故事的标题是错误的”,并被纠正;她指出,释放协议“在新政府就职前5天签署。	-8.0
776	Werewolf Game is an upcoming American horror film written by Jackie Payne, directed by Payne and Cara Brennan and starring Tony Todd.	《狼人游戏》(英语:Werewolf Game)是一部即将上映的美国恐怖电影,由杰基·佩恩(英语:Jackie Payne)执导,卡拉·布伦南(英语:Cara Brennan)主演,托尼·托德(英语:Tony Todd)主演。	-15.0
778	The ground, first, and second floors of the towers have commercial shops while residential flats start from the ninth floor.	塔楼的地面、第一层和第二层有商业商店,而住宅楼则从第九层开始。	-5.0
779	This is a roster of buses currently and previously operated by Memphis Area Transit Authority in Memphis, Tennessee.	这是目前和以前由孟菲斯区过境局在孟菲斯,田内西运营的公交车。	-21.0
780	Due to a vessel change, on 3 October 2005, Fivla was relegated to the fleet relief vessel, which she still operates as today.	由于船舶变更,2005年10月3日,菲夫拉被转移到海军救援船,该船仍然像今天一样运作。	-7.0
781	In 2022, the kids categories were presented at the 50th International Emmy Awards alongside rest of the categories.	2022年,兒童部門在第50屆國際艾美獎(英语:International Emmy Awards)與其他部門同時頒發。	-12.0
782	The title was first awarded in 2014 to Corinne Semedo Furtado, who previously won the second position at the Miss Luxembourg 2013 pageant, and then was assigned to represent the country at the Miss Grand International 2014 contest in Thailand.	该称号于2014年首次授予Corinne Semedo Furtado,他此前在2013年卢森堡小姐竞赛中获得了第二名,然后在2014年泰国大国际小姐竞赛中代表该国。	-12.0
783	Danny is later selected for SBS missions in the Aegean Sea and fighting along partisans on Crete and in raids in Yugoslavia.	丹尼后来被选为SBS在爱琴海的任务,在克里特和南斯拉夫的袭击中与党派作战。	-16.0
784	"This was the first show produced and performed by Ogando, where he celebrated his Soberano ""Comedian of the Year"" Award, and included monologues and satire, as well as stand-up comedy about current events in the Dominican Republic."	这是奥甘多首次制作和表演的节目,他在那里庆祝了他的索贝拉诺“年度喜剧家”奖,并包括 monologues 和讽刺,以及关于多米尼加共和国当前事件的 stand-up 喜剧。	-13.0
785	It provides a range of music options with a library of over 72 million songs, including both Arabic and international music.	它提供一系列音乐选项,拥有超过72百万首歌曲的图书馆,包括阿拉伯语和国际音乐。	-7.0
786	"When the stewardess asked him why he was wearing a bulletproof vest, he replied: ""I'm from Ukraine, it makes me feel safer."""	当管理员问他为什么穿着防弹 vest时,他回答说:“我来自乌克兰,这让我感觉更安全。”	-10.0
787	Heroes of Tomorrow, is an Extended play by South African rapper professionally known as Frank Casino, it was released by Platoon through Globe Field on 9 November 2018 as the rapper celebrated his birthday by putting out the project, it features guest appearances from Cassper Nyovest, Major League DJz and Skull-E.	《明日的英雄》(英语:Heroes of Tomorrow)是一部由南非歌手弗兰克·卡西诺(英语:Frank Casino)执导的长篇剧,于2018年11月9日由Platoon(英语:Platoon)(英语:Platoon)通过环球田野(英语:Globe Field)发行。	-8.0
788	Since Watkins Glen International is a road course, the qualifying system is a two group system, with two rounds.	由於Watkins Glen International是公路賽道,資格系統是兩組賽道,兩輪賽道。	-25.0
789	He then travelled the country for 18 months in his car with the rolled-up canvas in a tube, showing it to people and explaining what the Voice was about.	他随后在他的车上旅行了18个月,在一个管道上滚动的管道,向人们展示它,并解释了《声音》是什么。	-12.0
790	She won her first Screen Award Marathi and her second Maharashtra State Award for Devrai (2004), in which she played the sister of a man with schizophrenia who is battling to come to terms with his sickness.	她在2004年獲得了第2屆馬哈拉什特拉州獎(英语:Maharashtra State Award)和第1屆電影獎(英语:Screen Award),其中她扮演了一位患有精神分裂症的男子的妹妹,他正在面對自己的疾病。	-25.0
791	The League also wants to set up a paediatric ward and carry out further renovation work and the purchase of new equipment for Pszczyna hospital.	联盟还希望建立一个儿科院,并进行进一步的翻新工作和购买新的设备为Pszczyna医院。	-11.0
792	Azcona managed to keep his lead after Huff's mistake and took his first win of the season, with Michelisz coming in 2nd place and getting BRC Hyundai their third 1-2 of the season.	阿斯科纳在胡夫的错误后保持了领先地位,并赢得了赛季的第一场胜利,米歇尔斯进入了第二名,并获得了BRCHyundai赛季的第三个1比2。	-11.0
794	It was still classed as such in the County Development Plan 2022-2028 in which Natural Heritage Areas (NHAs) were specified as being:	它在2022年至2028年县发展计划中仍然被列为自然遗产区域(NHAs):	-10.0
795	At Bish's disbandment concert on June 29, it was announced that Chihiro would release her first solo album, Per→cent→age, in August.	在6月29日比什解散音乐会上,宣布希希罗将于8月发行她的首张单曲专辑《Per→cent→age》。	-7.0
796	This is a list of songs that reached the top 10 on the Billboard Mainstream Top 40 (or Pop Airplay) chart in 2016.	这是2016年Billboard Mainstream Top 40(或Pop Airplay)排行榜上达到前10名的歌曲。	-2.0
797	Hannam trialled with League One club Stevenage during pre-season ahead of the 2023–24 season, signing a contract with the club on 14 August 2023.	汉纳姆在2023年至2023年24赛季前的预赛期间与联赛1俱乐部斯蒂文亚格进行了试验,并于2023年8月14日与俱乐部签订了合同。	-16.0
798	"In 1996, Piazzi arranged the charity event called ""Models, Too, Have a Heart"" (""Anche le modelle hanno un cuore""), in collaboration with the Anlaids organization to raise funds for the fight against HIV."	1996年,皮亚齐与安莱兹组织合作举办了一项名为“Models, Too, Have a Heart”(Anche le modelle hanno un cuore)的慈善活动,为打击艾滋病筹资。	-6.0
799	Since Watkins Glen International is a road course, the qualifying system is a two group system, with two rounds.	由于瓦特金斯格伦国际赛道是公路赛道,所以资格赛是两组赛道,有两轮。	-15.0
800	This is a list of songs that reached the top 10 on the Billboard Mainstream Top 40 (or Pop Airplay) chart in 2011.	此分類上一篇: 2011 年 Billboard Mainstream Top 40 (或 Pop Airplay) 格式上排名第 10 的歌曲列表	-15.0
